2018-11-19 16:33:37,673 - StartUp.py - 8 : --------------------开始--------------------
2018-11-19 16:33:46,215 - pipelines.py - 126 : open_sina7x24_spider
2018-11-19 16:34:20,629 - MongoDBStudy.py - 36 : 数据库已存在！
2018-11-19 16:34:20,632 - MongoDBStudy.py - 51 : 集合已存在！
2018-11-19 16:34:20,650 - MongoDBStudy.py - 88 : 数据总量：264
2018-11-19 16:35:21,582 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:52:26', 'info': '【上海设立百亿规模上市公司纾困基金】上海市委市政府近期出台了《关于全面提升民营经济活力 大力促进民营经济健康发展的若干意见》，其中提出要加大流动性风险专项防范力度，建立规模为100亿元的上市公司纾困基金。日前，上海以市属国资平台国盛集团为主，联合相关市属国企，发起设立100亿规模上市公司纾困基金。（中国证券网）'}
2018-11-19 16:35:21,582 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:55:29', 'info': '【河南：到2020年高新技术企业力争突破4500家】近日，河南省科技厅、省财政厅、省税务局、省发改委等7部门联合印发了《高新技术企业倍增计划实施方案》，全力促进高新技术企业健康快速发展。《实施方案》编制了三年工作“路线图”，提出到2020年高新技术企业力争突破4500家的发展目标。据悉，为实现这一目标，河南省将实施“小升高”培育行动。建立高新技术企业后备库，力争2020年累计入库企业6000家以上。鼓励各地设立专项培育资金，设置培育发展台账，加大入库企业培育力度。建设一批高新技术企业培育服务机构，不断完善培育服务体系。'}
2018-11-19 16:35:21,582 - MongoDBStudy.py - 90 : {'date': '2018-11-15 13:57:26', 'info': '【北上广深二手房降价了，环比下降0.2%】 今日，国家统计局发布了2018年10月份70个大中城市商品住宅销售价格变动情况。统计数据显示，从环比看，4个一线城市新建商品住宅销售价格持平；二手住宅销售价格下降0.2%，降幅比上月扩大0.1个百分点，其中北京、上海和广州均下降0.2%，深圳下降0.6%。二线城市新建商品住宅和二手住宅销售价格环比涨幅均回落。'}
2018-11-19 16:35:21,582 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:00:04', 'info': '【兴业银行成首家完成境内境外绿色金融债发行中资商业银行】兴业银行式发行首支境外绿色金融债券，同期发行的有美元和欧元两个品种，即6亿美元三年期定价3M LIBOR+85BP，3亿欧元三年期定价3M Euribor+ 85BP。由此，兴业银行成为了中资商业银行中首家完成境内境外两个市场绿色金融债发行的银行，同时亦成为全球绿色金融债发行余额最大的商业金融机构。'}
2018-11-19 16:35:21,582 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:00:52', 'info': '日本日经225指数收跌0.2%，报21803.62点；东证指数收盘跌0.1%至1638.97点。'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:05:39', 'info': '【嘉楠耘智的IPO申请已失效，消息人士称其今年无法完成IPO】香港证券交易所网站显示，嘉楠耘智的香港IPO申请在提交了6个月后已经失效，筹资目标约为4亿美元。中国其他比特币矿商的前景受到质疑。消息人士表示，香港证券交易所对嘉楠耘智的业务模式和前景存在许多疑问，并且嘉楠耘智今年不能完成IPO，因为港交所没有更新上市听证会。'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:07:09', 'info': '高盛据称将在2019年内对10到15家日本初创企业进行投资。'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:07:31', 'info': '统计局：10月汽油产量1240万吨，同比增长8.2%。10月柴油产量1493万吨，同比下降7.9%。10月燃油产量203万吨，同比下降14%。10月液化石油气产量350万吨，同比增长13.3%。10月煤油产量394万吨，同比增长2.7%。10月铝产量565万吨，同比增长8.7%。10月铅产量46万吨，同比增长23.7%。10月锌产量50.1万吨，同比下降7.6%。10月铁矿石产量6882万吨，同比增长0.9%。10月铜精矿产量73.6万吨，同比增长3.8%。'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:08:02', 'info': '【河钢股份：正在研究考虑回购股份 暂无具体方案】今日，河钢股份披露了投资者关系活动记录表。11月14日，天风证券、湘财基金、远大物产、大钧资产一行到公司调研，了解公司经营情况、钢材产品近期销售情况、股份回购计划等。公司表示，正在研究考虑回购股份，但还没有具体方案。（中证网）'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:08:52', 'info': '巴克莱：将四季度WTI原油预期由66美元/桶上调至68美元/桶。预计布油四季度在75美元/桶。'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:12:23', 'info': '【中关村储能产业技术联盟：2018年是中国电网侧储能发展元年】电网侧规模化储能电站应用与技术论坛于11月15日在南京召开，中关村储能产业技术联盟高级研究经理岳芬表示，根据该联盟研究部关于全球储能项目的统计数据，自2011年到2018年，日本、美国、中国、英国这四个国家电网侧的项目都取得了比较大的发展。从数据来看，江苏、湖南、河南电网侧的储能项目给中国储能市场规模带来了翻倍的增长。对中国来说，2018年是电网侧储能发展的元年。'}
2018-11-19 16:35:21,583 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:13:27', 'info': '【南京规划二十四条过江通道】11月10日，南京建宁西路、仙新路两条过江通道同时开建，加上前两年开工的长江五桥与和燕路通道，南京目前共有4条过江通道在建。南京过江通道规划建设总数超过全省一半——长江江苏段规划45条过江通道，其中南京段就有24条；南京主城区29公里长江岸线，更是集中15座过江通道。让天堑变通途，南京逐步构筑起辐射周边的“米”字形交通网，还在长江两岸绘就千万级人口城市的建设蓝图。（中国江苏网）'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:14:55', 'info': '【工信部副部长罗文出席2018中国安全产业大会】14日，2018中国安全产业大会在广东省佛山市拉开帷幕。工业和信息化部副部长罗文出席大会开幕式并致辞。罗文对安全产业发展提出了五点建议。一是提升安全产业创新能力；二是健全标准体系；三是推动产业集聚发展；四是强化国际合作；五是优化产业发展环境。'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:19:21', 'info': '【东航物流最快将于2020年启动IPO】东方航空物流有限公司目前正在进行股改工作，预计2019年完成，最快2020年IPO。'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:23:44', 'info': '【美团悄悄关停了分时租赁业务】美团已经在近日关停了已经运营近一年的分时租赁业务。一名知情人士称，美团之所以关掉这个业务，主要是因为，“商业模式无法跑通，也很难实现盈利”。对此，美团官方回复是，因业务调整需要，美团租车将不再在四川郫县提供服务，停止分时租赁试点运营，针对APP中的用户账户余额已安排退还，充分保障用户的利益。（36氪）'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:24:04', 'info': '【珠海规划新增伶仃洋通道，跨海直通深圳】11月15日，珠海市政府常务会议审议并原则通过《珠海市干线路网规划》。规划提出，为强化与深港和粤西城市的联系，规划新增伶仃洋通道、黄茅海通道，市域层面将打造核心城区快速环线。伶仃洋通道跨海直通深圳，将成为粤港澳大湾区东西岸的重要通道。'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:25:49', 'info': '【北京卫生监督部门将约谈部分五星级酒店】 针对网上曝光的“五星酒店卫生乱象”，北京市卫生监督部门相关负责人表示，已经介入调查，现场取样经过检测，检测结果将会公示。此外，针对此次曝光的问题，卫生部门将对部分五星级酒店进行约谈。（新京报）'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:26:20', 'info': '知识产权板块午后异动，安妮股份冲击涨停，中国科传、数字认证、光一科技小幅跟涨。'}
2018-11-19 16:35:21,584 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:30:30', 'info': '【珠海市委书记郭永航会见万科董事会主席郁亮】11月14日下午，珠海市委书记、市人大常委会主任郭永航会见万科企业股份有限公司董事会主席郁亮一行。郭永航表示，希望万科全方位深度参与珠海新一轮大发展，为城市提供高品质配套服务，珠海将为万科在珠海发展提供优质服务。（证券时报）'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:41:36', 'info': '法国财长勒梅尔：英国顺利退欧符合所有人的利益。'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:42:16', 'info': '周大福、PAG可能竞购富通保险。（路透）'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:45:18', 'info': '【民航局拟批准南航雄安公司筹建】民航局网站15日消息，中国南方航空雄安航空有限公司申请筹建已经民航华北地区管理局初审同意。拟筹建的中国南方航空雄安航空有限公司注册资本为100亿元，由南方航空独资组建，其中以现金出资25亿元，以飞机实物出资75亿元。'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:45:38', 'info': '伦敦金属交易所(LME)期锌跳涨2%至每吨2552美元。'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:47:09', 'info': '【中国中元承建雄安新区首家芯片检测中心顺利通过竣工验收】由国机集团所属中国中元国际工程有限公司承建的中国移动中移物联网有限公司集成电路创新中心eSIM个人化中心工程，于近期顺利通过竣工验收并获得业主的高度肯定，该项目是中国中元在雄安新区实施的第一个EPC工程总承包项目。 本项目由万级洁净生产车间、数据机房、监控机房、办公室及设备机房组成，主要用于中国移动对eSIM芯片的检测，同时也是中移物联网的实验性项目，项目的成功投入使用对中国移动未来的业务发展具有深远影响。'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:47:29', 'info': 'PPP板块尾盘异动，腾达建设直线封板，永清环保、宁波建工、龙建股份跟涨。'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:51:55', 'info': '【工信部、广东省政府等签战略合作协议 共同推进安全产业发展】14日，工信部副部长罗文与应急管理部总工程师吴鑫、广东省副省长陈良贤在佛山签署《工信部、应急管理部、广东省政府共同推进安全产业发展战略合作协议》。三方将加强在科技创新、标准体系、产业集聚、政策环境等方面合作，建立完善的安全产业创新体系和生态体系，为粤港澳大湾区建设提供安全保障。'}
2018-11-19 16:35:21,585 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:54:42', 'info': '【民航局拟批准南航雄安公司筹建】中国南方航空雄安航空有限公司申请筹建已经民航华北地区管理局初审同意。拟筹建的中国南方航空雄安航空有限公司注册资本为100亿元，由南方航空独资组建，其中以现金出资25亿元，以飞机实物出资75亿元。'}
2018-11-19 16:35:21,586 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:56:10', 'info': '临近尾盘，*ST长生再度涨停，为连续第6个交易日涨停。'}
2018-11-19 16:35:21,586 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:58:06', 'info': '国家网信办发布《具有舆论属性或社会动员能力的互联网信息服务安全评估规定》，该规定自2018年11月30日起施行。'}
2018-11-19 16:35:21,586 - MongoDBStudy.py - 90 : {'date': '2018-11-15 15:01:31', 'info': '【收评：创指收复1400点沪指涨1.3% 高送转板块领涨】截止收盘，沪指报2668.17点，涨幅1.36%，深成指报8002.1点，涨幅1.18%；创指报1405.25点，涨幅1.41%。 从盘面上看，高送转、独角兽、券商等板块涨幅居前，壳资源、汽车、医药等板块跌幅居前。'}
2018-11-19 16:35:21,586 - MongoDBStudy.py - 90 : {'date': '2018-11-15 14:58:29', 'info': '蘑菇街据悉将美国IPO估值目标减半至20亿美元。（彭博）'}
